cle_triptyque_temps,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_coref,time_code_coref,time_debut_coref,time_fin_coref,time_source_coref,time_ud_governor_coref,time_texte_auto,time_code_auto,time_debut_auto,time_fin_auto,time_source_auto,time_ud_governor_auto,temps_coref,temps_auto,statut_temps
3495 || 3496 || _,2,42,135,"Après avoir examiné cette demeure en détail, Passepartout se frotta les mains, sa large figure s' épanouit, et il répéta joyeusement:",il,répéta,,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
3500 || 3502 || 3501,2,43,136,«Cela me va! voilà mon affaire!,Cela,va,me,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
_ || 3504 || 3506,2,43,136,«Cela me va! voilà mon affaire!,,voilà,mon affaire,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
3508 || 3510 || 3509,2,43,137,"Nous nous entendrons parfaitement, Mr. Fogg et moi!",Nous,entendrons,nous,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
3508 || 3510 || 3513,2,43,137,"Nous nous entendrons parfaitement, Mr. Fogg et moi!",Nous,entendrons,Mr. Fogg et moi,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
3531 || 3535 || _,2,43,140,"Eh bien, je ne suis pas fâché de servir une mécanique!»",je,fâché,,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
3531 || 3537 || 3539,2,43,140,"Eh bien, je ne suis pas fâché de servir une mécanique!»",je,servir,une mécanique,jusqu' à onze heures et demie,1872-00-00-00-00,,,precedent_context,comprenait,de onze heures et demie du matin,1872-10-02-11-30,,,precedent_context,noté,1872-00-00-00,1872-10-02-11-30,temps_different
3542 || 3545 || 3547,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",Phileas Fogg,quitté,sa maison de Saville-row,à onze heures et demie,1872-10-02-11-00,,,ud_direct,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_direct,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3542 || 3545 || 3554,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",Phileas Fogg,quitté,à onze heures et demie,à onze heures et demie,1872-10-02-11-00,,,objet,quitté,à onze heures et demie,1872-10-02-11-30,,,objet,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3587 || 3562 || 3566,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,placé,cinq cent soixante-quinze fois son pied droit,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3587 || 3562 || 3572,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,placé,devant son pied gauche,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3587 || 3562 || 3584,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,placé,devant son pied droit,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3587 || 3588 || 3590,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,arriva,au Reform,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3597 || 3599,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",,élevé,dans Pall-Mall,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3597 || 3600,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",,élevé,Pall-Mall,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3597 || 3601,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",,élevé,Pall-Mall,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3603 || 3607 || 3611,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",qui,coûté,moins de trois millions,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3613 || _,3,44,141,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",,bâtir,,à onze heures et demie,1872-10-02-11-00,,,ud_scope_anchor,quitté,à onze heures et demie,1872-10-02-11-30,,,ud_scope_anchor,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3615 || 3618 || 3617,3,45,142,"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",Phileas Fogg,rendit,se,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3615 || 3618 || 3622,3,45,142,"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",Phileas Fogg,rendit,à la salle à manger,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3629 || 3631 || 3630,3,45,142,"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",dont les neuf fenêtres,ouvraient,s',à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3629 || 3631 || 3635,3,45,142,"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",dont les neuf fenêtres,ouvraient,sur un beau jardin aux arbres,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3639 || 3642,3,45,142,"Phileas Fogg se rendit aussitôt à la salle à manger, dont les neuf fenêtres s' ouvraient sur un beau jardin aux arbres déjà dorés par l' automne.",,dorés,par l'automne,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3646 || 3647 || 3648,3,45,143,"Là, il prit place à la table habituelle où son couvert l' attendait.",il,prit,place,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3646 || 3647 || 3651,3,45,143,"Là, il prit place à la table habituelle où son couvert l' attendait.",il,prit,à la table habituelle,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3655 || 3657 || 3653,3,45,143,"Là, il prit place à la table habituelle où son couvert l' attendait.",son couvert,attendait,où,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3655 || 3657 || 3656,3,45,143,"Là, il prit place à la table habituelle où son couvert l' attendait.",son couvert,attendait,l',à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3660 || 3662 || 3661,3,45,144,"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",Son déjeuner,composait,se,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3660 || 3662 || 3665,3,45,144,"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",Son déjeuner,composait,d'un hors-d'œuvre d'un poisson,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
3660 || 3662 || 3714,3,45,144,"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",Son déjeuner,composait,le tout,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3670 || _,3,45,144,"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",,bouilli,,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 3671 || 3675,3,45,144,"Son déjeuner se composait d' un hors-d'œuvre, d' un poisson bouilli relevé d' une« reading sauce» de premier choix, d' un roastbeef écarlate agrémenté de condiments« mushroom», d' un gâteau farci de tiges de rhubarbe et de groseilles vertes, d' un morceau de chester,- le tout arrosé de quelques tasses de cet excellent thé, spécialement recueilli pour l' office du Reform - Club.",,relevé,d'une reading sauce de premier choix d'un roastbeef écarlate d'un gâteau,à onze heures et demie,1872-10-02-11-00,,,precedent_context,quitté,à onze heures et demie,1872-10-02-11-30,,,precedent_context,quitté,1872-10-02-11,1872-10-02-11-30,temps_different
