chapter,Phrase,Sujet,Verbe,Objet,time_code,macro_categorie_dynamouv,categorie_base_dynamouv,aspect_lexical_dynamouv,maniere_dynamouv
,"Ce gentleman, très aimable, très complaisant à coup sûr, que l' on rencontre d' abord à Suez, qui s' embarque sur le Mongolia, qui débarque à Bombay, où il dit devoir séjourner, que l' on retrouve sur le Rangoon, faisant route pour Hong - Kong, en un mot, suivant pas à pas l' itinéraire de Mr. Fogg, cela valait la peine qu' on y réfléchît.",qui,embarque,sur le Mongolia,1872-10-31-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ce gentleman, très aimable, très complaisant à coup sûr, que l' on rencontre d' abord à Suez, qui s' embarque sur le Mongolia, qui débarque à Bombay, où il dit devoir séjourner, que l' on retrouve sur le Rangoon, faisant route pour Hong - Kong, en un mot, suivant pas à pas l' itinéraire de Mr. Fogg, cela valait la peine qu' on y réfléchît.",,suivant,l'itinéraire de Mr. Fogg,1872-10-31-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Passepartout était prêt a parier ses babouches- il les avait précieusement conservées- que le Fix quitterait Hong - Kong en même temps qu' eux, et probablement sur le même paquebot.",le Fix,quitterait,Hong-Kong,1872-10-31-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout était prêt a parier ses babouches- il les avait précieusement conservées- que le Fix quitterait Hong - Kong en même temps qu' eux, et probablement sur le même paquebot.",le Fix,quitterait,Hong-Kong,1872-10-31-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout était prêt a parier ses babouches- il les avait précieusement conservées- que le Fix quitterait Hong - Kong en même temps qu' eux, et probablement sur le même paquebot.",le Fix,quitterait,Hong-Kong,1872-10-31-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout était prêt a parier ses babouches- il les avait précieusement conservées- que le Fix quitterait Hong - Kong en même temps qu' eux, et probablement sur le même paquebot.",le Fix,quitterait,en même temps qu'eux,1872-10-31-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le lendemain, à quatre heures du matin, le Rangoon, ayant gagné une demi-journée sur sa traversée réglementaire, relâchait à Singapore, afin d' y renouveler sa provision de charbon.",,gagné,sur sa traversée réglementaire,1872-10-31-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg inscrivit cette avance à la colonne des gains, et, cette fois, il descendit à terre, accompagnant Mrs.",il,descendit,cette fois,1872-10-31-04-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Phileas Fogg inscrivit cette avance à la colonne des gains, et, cette fois, il descendit à terre, accompagnant Mrs.",il,descendit,à terre,1872-10-31-04-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Fix, à qui toute action de Fogg paraissait suspecte, le suivit sans se laisser apercevoir.",toute action de Fogg,paraissait,à qui,1872-10-31-04-00,Dpt au sens large,Dpt au sens strict,télique,
,"Fix, à qui toute action de Fogg paraissait suspecte, le suivit sans se laisser apercevoir.",Fix,suivit,le,1872-10-31-04-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Quant à Passepartout, qui riait in petto à voir la manœuvre de Fix, il alla faire ses emplettes ordinaires.",il,alla,Quant à Passepartout,1872-10-31-04-00,Dpt au sens large,Dpt au sens strict,télique,
,"Après avoir parcouru la campagne pendant deux heures, Mrs. Aouda et son compagnon- qui regardait un peu sans voir- rentrèrent dans la ville, vaste agglomération de maisons lourdes et écrasées, qu' entourent de charmants jardins où poussent des mangoustes, des ananas et tous les meilleurs fruits du monde.",Mrs. Aouda et son compagnon,parcouru,la campagne,,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Après avoir parcouru la campagne pendant deux heures, Mrs. Aouda et son compagnon- qui regardait un peu sans voir- rentrèrent dans la ville, vaste agglomération de maisons lourdes et écrasées, qu' entourent de charmants jardins où poussent des mangoustes, des ananas et tous les meilleurs fruits du monde.",Mrs. Aouda et son compagnon,parcouru,pendant deux heures,,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Après avoir parcouru la campagne pendant deux heures, Mrs. Aouda et son compagnon- qui regardait un peu sans voir- rentrèrent dans la ville, vaste agglomération de maisons lourdes et écrasées, qu' entourent de charmants jardins où poussent des mangoustes, des ananas et tous les meilleurs fruits du monde.",Mrs. Aouda et son compagnon,rentrèrent,dans la ville vaste agglomération de maisons lourdes et écrasées,1872-10-31-04-00,Dpt au sens large,Dpt au sens strict,télique,
,"À dix heures, ils revenaient au paquebot, après avoir été suivis, sans s' en douter, par l' inspecteur, qui avait dû lui aussi se mettre en frais d' équipage.",ils,revenaient,À dix heures,1872-10-31-10-00,Dpt au sens large,Dpt au sens strict,télique,
,"À dix heures, ils revenaient au paquebot, après avoir été suivis, sans s' en douter, par l' inspecteur, qui avait dû lui aussi se mettre en frais d' équipage.",ils,revenaient,au paquebot,1872-10-31-10-00,Dpt au sens large,Dpt au sens strict,télique,
,"À dix heures, ils revenaient au paquebot, après avoir été suivis, sans s' en douter, par l' inspecteur, qui avait dû lui aussi se mettre en frais d' équipage.",ils,suivis,par l'inspecteur,1872-10-31-10-00,Dpt au sens large,Dpt au sens faible,atélique,
,"À onze heures, le Rangoon, ayant son plein de charbon, larguait ses amarres, et, quelques heures plus tard, les passagers perdaient de vue ces hautes montagnes de Malacca, dont les forêts abritent les plus beaux tigres de la terre.",le Rangoon,larguait,À onze heures,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"À onze heures, le Rangoon, ayant son plein de charbon, larguait ses amarres, et, quelques heures plus tard, les passagers perdaient de vue ces hautes montagnes de Malacca, dont les forêts abritent les plus beaux tigres de la terre.",le Rangoon,larguait,ses amarres,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l' un des principaux ports du Japon.",Phileas Fogg,franchir,les,1872-11-06-14-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg avait intérêt à les franchir en six jours au plus, afin de prendre à Hong - Kong le bateau qui devait partir le 6 novembre pour Yokohama, l' un des principaux ports du Japon.",Phileas Fogg,franchir,en six jours,1872-11-06-14-00,Dpt au sens large,Dpt au sens strict,télique,
,"De nombreux passagers s' étaient embarqués à Singapore, des Indous, des Ceylandais, des Chinois, des Malais, des Portugais, qui, pour la plupart, occupaient les secondes places.",De nombreux passagers,embarqués,s',1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"De nombreux passagers s' étaient embarqués à Singapore, des Indous, des Ceylandais, des Chinois, des Malais, des Portugais, qui, pour la plupart, occupaient les secondes places.",De nombreux passagers,embarqués,à Singapore des Indous des Ceylandais des Chinois des Malais des Portugais,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le Rangoon, gréé en brick, navigua souvent avec ses deux huniers et sa misaine, et sa rapidité s' accrut sous la double action de la vapeur et du vent.",Le Rangoon,navigua,avec ses deux huniers et sa misaine,1872-10-31-11-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d' eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",ceux,embarquer,un poids d'eau égal à leur propre poids,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"Tandis que, suivant les calculs des ingénieurs, ceux - ci peuvent embarquer un poids d' eau égal à leur propre poids avant de sombrer, les bateaux de la Compagnie péninsulaire, le Golgonda, le Corea, et enfin le Rangoon, ne pourraient pas embarquer le sixième de leur poids sans couler par le fond.",les bateaux de la Compagnie péninsulaire le Golgonda le Corea et enfin le Rangoon,embarquer,le sixième de leur poids,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,qui,brûler,à son compte,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,manière
,Peut - être aussi la pensée de ce bec de gaz qui continuait de brûler à son compte dans la maison de Saville - row entrait -elle pour beaucoup dans son impatience.,-elle,entrait,dans son impatience,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,«Mais vous êtes donc bien pressé d' arriver à Hong - Kong? lui demanda un jour le détective.,vous,arriver,à Hong-Kong,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,«Mais vous êtes donc bien pressé d' arriver à Hong - Kong? lui demanda un jour le détective.,vous,arriver,Hong-Kong,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,«Mais vous êtes donc bien pressé d' arriver à Hong - Kong? lui demanda un jour le détective.,vous,arriver,Hong-Kong,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mais sa qualité de détective, dont seul il avait le secret, comment Passepartout aurait -il pu la reconnaître?",sa qualité de détective,reconnaître,la,1872-10-31-11-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"Il arriva même que le brave garçon alla plus loin, un autre jour, mais c' était plus fort que lui.",le brave garçon,alla,plus loin,,Dpt au sens large,Dpt au sens strict,télique,
,"Il arriva même que le brave garçon alla plus loin, un autre jour, mais c' était plus fort que lui.",le brave garçon,alla,un autre jour,,Dpt au sens large,Dpt au sens strict,télique,
,"«Voyons, monsieur Fix, demanda -t -il à son compagnon d' un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser?",nous,arrivés,à Hong-Kong,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"«Voyons, monsieur Fix, demanda -t -il à son compagnon d' un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser?",nous,arrivés,Hong-Kong,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"«Voyons, monsieur Fix, demanda -t -il à son compagnon d' un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser?",nous,arrivés,Hong-Kong,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,Mais vous comprenez bien que je ne voyage pas à mes frais!,je,voyage,à mes frais,1872-10-31-11-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"La conversation finie, Fix rentra dans sa cabine et se mit à réfléchir.",Fix,rentra,dans sa cabine,1872-10-31-11-00,Dpt au sens large,Dpt au sens strict,télique,
,"D' une façon ou d' une autre, le Français avait reconnu sa qualité de détective.",le Français,reconnu,D'une façon ou d'une autre,1872-10-31-11-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"D' une façon ou d' une autre, le Français avait reconnu sa qualité de détective.",le Français,reconnu,sa qualité de détective,1872-10-31-11-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,
,"L' agent passa là quelques heures difficiles, tantôt croyant tout perdu, tantôt espérant que Fogg ignorait la situation, enfin ne sachant quel parti prendre.",L'agent,passa,quelques heures difficiles,1872-11-06-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"S' il ne se trouvait pas dans les conditions voulues pour arrêter Fogg à Hong - Kong, et si Fogg se préparait à quitter définitivement cette fois le territoire anglais, lui, Fix, dirait tout à Passepartout.",Fogg,quitter,cette fois,1872-11-06-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"S' il ne se trouvait pas dans les conditions voulues pour arrêter Fogg à Hong - Kong, et si Fogg se préparait à quitter définitivement cette fois le territoire anglais, lui, Fix, dirait tout à Passepartout.",Fogg,quitter,le territoire anglais,1872-11-06-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ou le domestique était le complice de son maître- et celui-ci savait tout, et dans ce cas l' affaire était définitivement compromise- ou le domestique n' était pour rien dans le vol, et alors son intérêt serait d' abandonner le voleur.",son intérêt,abandonner,le voleur,1872-11-06-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"Telle était donc la situation respective de ces deux hommes, et au-dessus d' eux Phileas Fogg planait dans sa majestueuse indifférence.",et au-dessus d'eux Phileas Fogg,planait,dans sa majestueuse indifférence,1872-11-06-03-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Il accomplissait rationnellement son orbite autour du monde, sans s' inquiéter des astéroïdes qui gravitaient autour de lui.",qui,gravitaient,de lui,1872-11-06-03-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Quant aux préoccupations que les chances de ce voyage pouvaient faire naître en lui, il n' y en avait pas trace.",les chances de ce voyage,naître,en lui,1872-11-06-03-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le Rangoon, trop instable, roula considérablement, et les passagers furent en droit de garder rancune à ces longues lames affadissantes que le vent soulevait du large.",Le Rangoon trop instable,roula,,1872-11-06-03-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Il semblait vraiment que cette tempête rentrât dans son programme, qu' elle fût prévue.",cette tempête,rentrât,dans son programme,1872-11-04-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Sa satisfaction aurait même été sans bornes, si le Rangoon eût été obligé de fuir devant la tourmente.",le Rangoon,fuir,devant la tourmente,1872-11-04-00-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"Tous ces retards lui allaient, car ils obligeraient le sieur Fogg à rester quelques jours à Hong - Kong.",Tous ces retards,allaient,lui,1872-11-04-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Enfin, le ciel, avec ses rafales et ses bourrasques, entrait dans son jeu.",le ciel,entrait,dans son jeu,1872-11-04-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Quant à Passepartout, on devine dans quelle colère peu dissimulée il passa ce temps d' épreuve.",il,passa,dans quelle colère,,Dpt au sens large,Dpt au sens strict,télique,
,"Quant à Passepartout, on devine dans quelle colère peu dissimulée il passa ce temps d' épreuve.",il,passa,ce temps d'épreuve,,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout, comme si les vingt mille livres du pari eussent dû sortir de sa bourse, ne vivait plus.",Passepartout,sortir,de sa bourse,1872-11-04-20-00,Dpt au sens large,Dpt au sens strict,télique,
